player_id,team_id,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides
424,28,3,3,0,0,0,0
992,16,3,0,0,0,0,0
918,2,3,0,0,0,0,1
627,34,3,3,1,0,0,1
397,46,3,8,1,1,0,3
326,33,3,3,1,0,0,0
1201,16,3,2,0,0,0,0
727,7,3,6,0,0,0,0
794,47,3,0,1,0,0,0
447,34,3,2,0,0,0,1
382,47,3,3,0,0,0,3
804,34,3,3,0,0,0,0
625,34,3,10,0,0,0,0
434,2,3,0,1,0,0,0
441,28,3,1,0,0,0,0
659,16,3,1,0,0,0,0
317,7,3,2,1,0,0,1
774,4,3,1,1,0,0,5
1162,33,3,1,0,0,0,0
1034,28,3,5,0,0,0,1
749,46,3,14,1,0,0,0
1193,20,3,1,0,0,0,1
979,4,3,1,0,0,0,0
564,35,3,6,0,0,0,0
113,38,3,1,1,0,0,0
1141,30,3,0,0,0,0,0
769,13,3,0,0,0,0,0
182,35,3,0,2,0,0,0
789,13,3,3,0,0,0,0
301,19,3,6,0,0,0,0
782,32,3,4,0,0,0,0
383,20,3,3,0,0,0,0
758,18,3,12,1,0,0,0
286,18,3,0,2,0,0,1
293,20,3,0,0,0,0,0
1021,18,3,1,0,0,0,0
394,4,3,1,0,0,0,0
666,38,3,2,0,0,0,0
766,32,3,1,0,0,0,0
188,19,3,1,1,0,0,1
1045,4,3,4,0,0,0,0
633,20,3,4,1,0,0,1
941,35,3,12,0,0,0,1
707,20,3,2,0,0,0,1
248,30,3,3,0,0,0,3
1148,19,2,4,0,0,0,0
124,38,2,0,0,0,0,0
279,20,2,0,0,0,0,0
256,30,2,5,1,0,0,1
576,38,2,11,0,0,0,0
219,4,2,2,0,0,0,0
1046,5,2,0,1,0,0,1
914,20,2,1,0,0,0,0
680,32,2,1,0,0,0,0
895,30,2,2,0,0,0,0
232,5,2,3,0,0,0,2
682,32,2,1,1,0,0,0
770,13,2,0,0,0,0,1
936,18,2,3,0,0,0,1
656,5,2,4,1,0,0,0
704,32,2,2,0,0,0,0
108,32,2,3,0,0,0,0
760,4,2,3,1,0,0,1
153,5,2,1,1,0,0,0
608,13,2,1,0,0,0,0
750,19,2,0,0,0,0,0
609,13,2,3,0,0,0,0
904,35,2,2,1,0,0,0
304,5,2,1,0,0,0,1
203,35,2,8,0,0,0,1
255,35,2,5,0,0,0,6
1017,19,2,1,0,0,0,0
1087,4,2,2,0,0,0,0
1166,32,2,0,0,0,0,0
1187,30,2,2,0,0,0,0
867,26,2,2,1,0,0,0
305,8,2,0,1,0,0,0
144,36,2,1,0,1,0,0
199,11,2,1,0,0,0,1
385,37,2,3,1,0,0,0
30,36,2,1,2,0,0,0
156,23,2,1,0,0,0,0
223,11,2,1,0,0,0,4
1006,24,2,3,0,0,0,1
335,24,2,1,1,0,0,0
87,24,2,0,0,0,0,0
1123,11,2,0,0,0,0,0
1108,8,2,9,2,0,0,0
629,25,2,5,0,0,0,0
259,25,2,4,1,0,0,1
1232,23,2,0,0,0,0,0
943,26,2,4,0,0,0,1
15,37,2,0,0,0,0,0
233,11,2,1,1,0,0,0
887,23,2,0,0,0,0,0
480,26,2,1,1,0,0,0
73,36,2,2,0,0,0,0
881,26,2,3,0,0,0,1
261,25,2,1,0,0,0,1
628,25,2,0,1,0,0,0
187,36,2,1,0,0,0,0
1104,25,2,1,1,0,0,0
668,27,2,0,0,0,0,0
888,1,2,3,0,0,0,0
822,11,2,0,0,0,0,0
860,24,2,1,0,0,0,0
698,27,2,2,1,0,0,0
1127,36,2,0,0,0,0,0
402,23,2,0,0,0,0,0
862,37,2,1,0,0,0,0
813,24,2,1,0,0,0,0
935,11,2,3,2,0,0,0
512,6,2,3,0,0,0,0
1154,31,2,2,0,0,0,0
241,31,2,1,0,0,0,4
824,31,2,2,0,0,0,0
819,45,2,1,0,0,0,3
1109,43,2,0,0,0,0,0
1221,41,2,0,0,0,0,1
663,48,2,1,0,0,0,0
897,38,2,0,0,0,0,0
985,15,2,1,0,0,0,1
1086,31,2,2,1,0,0,0
1,38,2,4,1,0,0,0
134,43,2,1,0,0,0,0
1173,31,2,1,0,0,0,0
416,41,2,1,0,0,0,0
1161,15,2,2,0,0,0,0
454,45,2,1,0,0,0,0
35,3,2,8,0,0,0,0
1160,15,2,1,0,0,0,0
292,45,2,0,0,0,0,0
962,48,2,5,0,0,0,0
537,3,2,0,0,0,0,0
356,45,2,1,1,0,0,0
764,41,2,1,0,0,0,0
507,45,2,0,0,0,0,0
1058,38,2,1,1,0,0,0
166,48,2,1,0,0,0,0
1229,45,2,1,1,0,0,0
647,45,2,4,0,0,0,0
956,45,2,4,0,0,0,0
1071,45,2,2,0,0,0,0
742,38,2,0,0,0,0,0
725,3,2,0,0,0,0,0
739,15,2,1,0,0,0,1
60,42,2,5,0,0,0,0
1101,14,2,0,0,0,0,1
1031,14,2,0,0,0,0,0
302,14,2,3,0,0,0,0
420,14,2,0,2,0,0,0
449,34,2,0,0,0,0,0
1098,46,2,4,0,0,0,0
501,34,2,0,0,0,0,2
1149,2,2,2,1,0,0,2
1158,46,2,0,0,0,0,2
149,46,2,0,0,0,0,0
916,47,2,3,1,0,0,0
913,2,2,1,0,0,0,0
991,16,2,5,0,0,0,0
838,46,2,0,0,0,0,0
832,34,2,7,1,1,0,0
1042,2,2,4,1,0,0,1
197,46,2,1,0,0,0,0
519,16,2,0,1,0,0,0
951,34,2,3,0,0,0,0
808,47,2,7,0,0,0,6
590,16,2,0,0,0,0,0
494,7,2,0,0,0,0,0
274,4,2,0,0,0,0,0
446,34,2,2,0,0,0,1
560,33,2,1,0,0,0,0
225,33,2,2,1,0,0,1
1044,7,2,1,1,0,0,0
1093,47,2,2,0,0,0,0
529,10,2,3,0,0,0,2
712,2,2,16,0,0,0,5
246,12,2,0,0,0,0,0
341,21,2,0,0,0,0,0
1209,12,2,7,0,0,0,0
364,21,2,2,0,0,0,0
456,17,2,0,0,0,0,0
452,17,2,2,2,0,0,0
848,44,2,0,0,0,0,0
917,39,2,0,0,0,0,5
747,17,2,1,1,0,0,0
495,39,2,1,0,0,0,0
506,39,2,0,0,0,0,0
491,39,2,2,0,0,0,0
868,9,2,0,0,0,0,0
849,17,2,1,0,0,0,0
336,39,2,0,0,0,0,0
466,44,2,2,0,0,0,0
347,17,2,13,0,0,0,0
521,9,2,1,0,0,0,0
421,29,2,3,0,0,0,0
1152,21,2,5,0,0,0,0
489,12,2,4,0,0,0,0
1122,9,2,6,0,0,0,0
637,21,2,1,0,0,0,1
552,21,2,4,0,0,0,0
423,21,2,2,0,0,0,0
1242,17,2,1,0,0,0,0
497,21,2,1,1,0,0,1
451,39,2,2,0,0,0,0
31,17,2,3,1,0,0,0
541,22,2,1,0,0,0,1
339,44,1,3,0,0,0,1
392,44,1,2,0,0,0,3
114,12,1,3,0,0,0,1
842,17,1,0,0,0,0,0
7,39,1,1,1,0,0,0
810,9,1,1,0,0,0,0
75,9,1,5,0,0,0,0
971,39,1,0,0,0,0,0
260,8,1,1,0,0,0,2
9,21,1,8,1,0,0,0
640,17,1,2,0,0,0,0
85,21,1,0,1,0,0,0
872,44,1,1,0,0,0,0
498,40,1,1,0,0,0,2
160,29,1,0,0,0,0,0
1192,8,1,3,1,0,0,0
1212,8,1,1,0,0,0,0
932,40,1,0,1,0,0,0
321,44,1,0,0,0,0,0
368,40,1,1,0,0,0,2
581,21,1,0,0,0,0,0
795,9,1,1,0,0,0,0
975,39,1,0,0,0,0,0
1234,29,1,1,0,0,0,0
1170,40,1,1,0,0,0,0
638,40,1,0,0,0,0,0
961,40,1,2,0,0,0,0
367,12,1,0,0,0,0,0
673,21,1,0,1,0,0,0
504,9,1,3,0,0,0,0
496,40,1,1,0,0,0,0
300,21,1,2,0,0,0,0
1146,40,1,0,0,1,0,0
1094,44,1,0,0,0,0,0
508,39,1,9,0,0,0,2
919,12,1,1,1,0,0,1
457,22,1,2,0,0,0,0
612,8,1,2,0,0,0,0
1095,12,1,0,1,0,0,0
159,29,1,1,0,0,0,3
475,17,1,0,0,0,0,0
871,15,1,0,0,0,0,0
1236,45,1,0,0,0,0,0
295,6,1,0,0,0,0,0
840,43,1,3,1,0,0,0
328,6,1,2,1,0,0,0
1121,15,1,0,0,0,0,0
373,41,1,3,0,0,0,0
164,3,1,4,0,0,0,0
316,48,1,0,0,0,0,1
517,38,1,3,0,0,0,0
980,15,1,3,0,0,0,0
13,45,1,3,0,0,0,0
249,3,1,0,0,0,0,0
930,3,1,0,0,0,0,0
944,48,1,1,1,0,0,0
444,42,1,3,0,0,0,1
390,38,1,0,1,0,0,0
183,42,1,0,0,0,0,0
650,38,1,1,1,0,0,0
254,3,1,2,0,0,0,0
1057,48,1,0,0,0,0,0
365,6,1,2,0,0,0,0
711,31,1,5,0,0,0,0
792,3,1,1,0,0,0,0
39,3,1,0,0,0,0,0
821,45,1,2,0,0,0,0
1003,35,1,2,0,0,0,0
399,35,1,1,0,0,0,1
308,18,1,3,0,0,0,0
543,19,1,0,0,0,0,0
825,4,1,1,0,0,0,2
438,38,1,0,0,0,0,1
396,20,1,3,0,0,0,1
655,4,1,2,0,0,0,0
1194,19,1,0,0,0,0,0
129,32,1,5,1,0,0,2
130,20,1,0,0,0,0,0
779,13,1,14,0,0,0,0
996,4,1,1,0,0,0,0
1159,35,1,0,1,0,0,0
96,5,1,3,0,0,0,0
263,18,1,0,0,0,0,0
535,18,1,0,1,1,0,0
748,20,1,1,0,0,0,0
921,4,1,1,0,0,0,0
993,13,1,1,0,0,0,0
323,18,1,3,0,0,0,1
974,20,1,0,0,0,0,0
811,20,1,1,0,0,0,0
736,13,1,1,0,0,0,0
1205,30,1,2,0,0,0,0
875,32,1,0,0,0,0,0
565,35,1,4,0,0,0,0
817,30,1,1,1,0,0,0
578,18,1,1,0,0,0,0
959,32,1,4,0,0,0,0
310,5,1,2,0,0,0,0
140,5,1,0,0,0,0,0
483,27,1,1,0,0,0,0
1097,27,1,2,0,0,0,4
1033,1,1,7,0,0,0,1
27,36,1,0,0,0,0,0
6,26,1,1,0,0,0,0
78,26,1,1,0,0,0,0
158,36,1,0,0,0,0,0
1111,11,1,0,0,0,0,0
77,24,1,1,0,0,0,0
482,27,1,2,0,0,0,0
1019,23,1,0,0,1,0,0
3,11,1,1,0,0,0,1
969,27,1,2,1,0,0,0
861,24,1,1,0,0,0,0
674,25,1,0,0,0,0,0
837,24,1,1,0,0,0,2
11,36,1,0,0,0,0,0
231,11,1,2,1,0,0,0
99,26,1,0,0,0,0,0
84,23,1,0,0,0,0,0
1230,36,1,2,0,0,0,0
1067,26,1,0,0,0,0,0
678,25,1,0,0,0,0,0
83,26,1,4,0,0,0,1
161,25,1,0,0,0,0,0
745,36,1,1,1,0,0,0
478,1,1,2,0,0,0,0
1238,23,1,2,0,0,0,0
700,27,1,4,0,0,0,1
463,36,1,1,0,0,0,0
1060,8,1,2,0,0,0,2
100,1,1,1,0,0,0,0
76,23,1,5,0,0,0,0
660,23,1,0,0,0,0,0
988,36,1,7,0,0,0,0
393,11,1,1,0,0,0,1
1128,37,1,2,0,0,0,0
902,37,1,1,0,0,0,0
481,23,1,0,0,0,0,1
846,1,1,0,0,0,0,0
79,23,1,0,0,0,0,0
1211,27,1,0,0,0,0,1
886,37,1,1,0,0,0,2
1107,25,1,0,0,0,0,0
1009,1,1,5,0,0,0,0
486,1,1,5,0,0,0,0
26,36,1,1,0,0,0,0
937,26,1,0,0,0,0,0
12,37,1,0,1,0,0,0
701,27,1,7,1,0,0,0
237,27,1,0,1,0,0,0
467,8,1,2,0,0,0,1
858,26,1,0,1,0,0,0
477,24,1,0,1,0,0,0
1133,25,1,1,0,0,0,0
1100,24,1,1,0,0,0,1
52,34,1,0,1,0,0,0
262,34,1,1,0,0,0,0
1082,10,1,0,0,0,0,0
287,10,1,2,0,0,0,0
592,33,1,2,0,0,0,0
409,7,1,3,0,0,0,0
942,28,1,0,0,0,0,0
427,2,1,1,0,0,0,1
407,34,1,2,0,0,0,0
1208,16,1,0,0,0,0,0
1084,28,1,3,0,0,0,0
615,47,1,0,1,0,0,1
601,2,1,0,1,0,0,0
772,46,1,1,0,0,0,0
222,33,1,1,0,0,0,0
755,47,1,0,0,0,0,0
48,34,1,1,0,0,0,0
790,7,1,3,0,0,0,1
509,28,1,0,0,0,0,0
244,46,1,6,0,0,0,2
428,46,1,2,0,0,0,0
1012,7,1,2,0,0,0,2
648,16,1,0,1,0,0,0
788,28,1,1,0,0,0,0
597,34,1,2,0,0,0,0
351,7,1,1,0,0,0,1
589,16,1,0,1,0,0,0
131,34,1,2,0,0,0,0
1014,28,1,0,0,0,0,0
369,2,1,1,0,0,0,0
389,33,1,0,0,0,0,0
574,10,1,7,1,0,0,1
272,47,1,1,0,0,0,2
314,22,1,1,0,0,0,0
731,28,1,3,0,0,0,0
58,7,1,0,0,0,0,0
54,46,1,1,0,0,0,0
906,7,1,1,1,0,0,0
325,7,1,0,0,0,0,0
571,16,1,1,0,0,0,0
136,28,1,0,0,0,0,0
728,28,1,0,0,0,0,0
163,33,1,0,0,0,0,0
443,47,1,1,1,0,0,0
381,47,1,0,0,0,0,0
557,10,1,2,0,0,0,2
103,33,1,7,0,0,0,1
47,33,1,0,0,0,0,0
59,46,1,0,0,0,0,0
613,6,1,0,1,0,0,0
1125,6,1,3,1,0,0,0
363,6,1,1,1,0,0,0
137,14,1,0,0,0,0,1
1073,6,1,1,0,0,0,0
138,6,0,1,0,0,0,0
1050,14,0,0,0,0,0,0
430,14,0,0,0,0,0,0
545,14,0,0,0,0,0,0
649,14,0,0,0,0,0,0
605,14,0,1,0,0,0,1
657,14,0,0,0,0,0,0
1176,14,0,0,0,0,0,0
192,14,0,0,0,0,0,0
460,6,0,0,0,0,0,0
841,6,0,0,0,0,0,0
345,14,0,0,0,0,0,0
1106,14,0,0,0,0,0,0
1168,14,0,0,0,0,0,0
1175,14,0,2,0,0,0,0
135,14,0,0,0,0,0,0
783,6,0,0,0,0,0,0
549,14,0,0,0,0,0,0
1117,14,0,0,0,0,0,0
891,20,0,0,0,0,0,0
459,5,0,6,0,0,0,0
273,4,0,0,0,0,0,0
315,30,0,2,0,0,0,0
908,19,0,0,0,0,0,0
588,18,0,4,0,0,0,0
142,20,0,0,0,0,0,0
1077,35,0,0,0,0,0,0
827,4,0,0,0,0,0,0
109,13,0,0,0,0,0,1
1001,30,0,2,0,0,0,0
568,5,0,0,0,0,0,0
763,13,0,2,0,0,0,2
70,5,0,2,0,0,0,2
173,30,0,0,0,0,0,0
468,32,0,0,0,0,0,0
771,30,0,0,0,0,0,0
433,35,0,0,0,0,0,0
1237,5,0,0,0,0,0,0
1056,35,0,0,0,0,0,0
312,13,0,0,0,0,0,0
780,13,0,0,0,0,0,0
400,35,0,0,0,0,0,0
594,32,0,2,0,0,0,1
306,35,0,1,0,0,0,0
1165,13,0,0,0,0,0,0
1115,32,0,0,0,0,0,0
768,19,0,0,0,0,0,0
1053,35,0,0,0,0,0,0
672,18,0,0,0,0,0,0
516,13,0,0,0,0,0,0
1167,18,0,0,0,0,0,0
587,18,0,1,1,0,0,0
548,32,0,0,0,0,0,0
51,4,0,0,0,0,0,0
778,30,0,0,0,0,0,0
603,35,0,0,0,0,0,0
395,4,0,0,0,0,0,0
740,30,0,0,0,0,0,0
250,38,0,0,0,0,0,0
515,18,0,0,0,0,0,0
995,4,0,0,0,0,0,0
834,5,0,0,0,0,0,0
63,4,0,0,0,0,0,0
743,19,0,0,0,0,0,0
490,19,0,0,0,0,0,0
432,35,0,0,0,0,0,0
1096,5,0,0,0,0,0,0
431,35,0,0,0,0,0,0
404,32,0,0,0,0,0,0
681,13,0,0,0,0,0,0
933,30,0,1,0,0,0,0
964,19,0,3,0,0,0,2
1153,30,0,3,0,0,0,1
319,13,0,0,0,0,0,0
202,19,0,0,0,0,0,0
926,13,0,0,0,0,0,0
978,4,0,0,0,0,0,0
909,20,0,0,0,0,0,0
948,20,0,0,0,0,0,0
675,5,0,0,0,0,0,0
333,32,0,0,0,0,0,0
762,4,0,0,0,0,0,0
288,4,0,0,0,0,0,0
735,13,0,0,0,0,0,0
450,30,0,0,0,0,0,0
724,19,0,0,0,0,0,0
833,19,0,2,0,0,0,0
62,20,0,0,0,0,0,0
528,20,0,0,0,0,0,0
631,30,0,2,0,0,0,0
307,35,0,1,0,0,0,0
1036,19,0,0,0,0,0,0
1150,5,0,0,0,0,0,0
706,20,0,0,0,0,0,0
799,30,0,0,0,0,0,0
754,20,0,2,0,0,0,0
796,5,0,0,0,0,0,0
285,18,0,0,0,0,0,0
606,20,0,7,0,0,0,0
527,18,0,0,0,0,0,0
1037,30,0,0,0,0,0,0
1145,32,0,3,0,0,0,0
955,32,0,0,0,0,0,0
607,13,0,3,0,0,0,0
791,35,0,0,0,0,0,0
949,18,0,0,0,0,0,0
64,4,0,1,0,0,0,0
313,13,0,1,0,0,0,0
596,30,0,0,0,0,0,0
116,20,0,0,0,0,0,0
1081,32,0,0,0,0,0,0
542,12,0,0,0,0,0,0
611,22,0,0,0,0,0,0
214,22,0,0,0,0,0,0
230,29,0,1,0,0,0,0
