player_id,team_id,passes,passes completed,passing_accuracy,crosses,crossing_accuracy,take ons completed,defensive_linebreaks_attempted,defensive_linebreaks_accuracy,switches_of_play_attempted,switches_of_play_accuracy
607,13,162,140,86,5,20,2,9,67,3,100
231,11,162,130,80,4,0,2,7,43,3,100
970,39,161,138,86,3,33,1,13,54,5,100
687,15,160,135,84,2,50,0,2,50,1,100
132,25,160,145,91,0,0,3,1,0,0,0
308,18,160,142,89,9,0,4,12,75,0,0
957,34,159,68,43,0,0,0,10,0,1,100
701,27,159,140,88,20,25,9,12,75,7,86
658,8,156,134,86,1,0,3,1,0,3,67
152,11,155,140,90,0,0,0,0,0,2,100
989,35,155,137,88,13,23,7,11,73,2,50
1014,28,155,120,77,0,0,0,4,0,1,100
927,6,155,94,61,0,0,0,4,0,0,0
350,12,154,142,92,0,0,0,1,0,0,0
1137,6,153,132,86,0,0,1,3,67,3,100
1125,6,153,137,90,0,0,0,2,100,2,50
332,28,153,138,90,2,50,1,3,0,4,75
921,4,153,141,92,3,33,0,2,100,1,100
113,38,153,124,81,11,36,1,7,14,3,33
1152,21,152,134,88,0,0,1,4,50,0,0
764,41,152,142,93,6,33,1,5,80,0,0
969,27,152,135,89,1,0,0,7,43,1,100
457,22,151,146,97,1,0,0,2,50,1,100
513,13,150,132,88,19,16,2,9,56,1,100
676,4,150,130,87,7,14,3,8,63,0,0
624,32,149,131,88,14,50,3,13,46,0,0
945,12,149,141,95,0,0,0,1,100,0,0
422,12,149,124,83,9,22,9,9,44,2,100
40,23,148,126,85,0,0,4,3,33,1,100
44,16,148,140,95,4,0,0,3,33,0,0
435,16,147,118,80,9,11,8,8,38,1,100
877,17,147,114,78,0,0,0,3,0,0,0
408,42,147,112,76,5,20,1,7,14,2,100
1033,1,147,127,86,9,33,0,9,67,6,100
1078,11,147,122,83,1,100,0,6,17,4,100
391,31,145,135,93,0,0,0,1,100,0,0
569,31,143,120,84,0,0,2,0,0,1,100
1209,12,142,127,89,21,24,15,15,53,1,100
1186,7,142,116,82,15,40,23,21,76,4,100
486,1,141,111,79,1,0,12,13,46,1,100
818,23,141,115,82,3,67,0,13,23,1,100
1105,24,141,118,84,0,0,0,1,0,2,100
995,4,140,128,91,0,0,0,3,67,1,100
713,11,139,94,68,0,0,0,5,0,0,0
975,39,139,128,92,0,0,0,0,0,8,75
145,40,139,115,83,8,50,1,9,33,1,100
375,2,139,131,94,4,50,0,1,100,0,0
1206,4,138,130,94,1,0,1,1,100,0,0
3,11,137,109,80,7,29,2,5,60,0,0
1092,46,136,114,84,9,78,1,10,80,3,67
755,47,136,118,87,0,0,0,4,50,1,0
1025,22,136,121,89,0,0,0,5,40,1,100
853,17,136,112,82,16,19,4,9,44,0,0
623,28,135,111,82,4,50,5,7,100,2,100
443,47,134,119,89,10,30,1,8,75,1,100
88,7,132,107,81,0,0,1,3,0,1,100
1120,4,132,98,74,2,0,0,11,36,0,0
836,41,132,112,85,8,13,2,4,25,2,50
900,20,131,115,88,19,32,2,6,67,0,0
383,20,131,120,92,2,0,5,4,75,1,0
635,25,131,124,95,1,100,2,1,100,1,100
593,28,131,121,92,5,20,0,1,0,0,0
688,39,131,117,89,8,50,2,4,50,1,100
544,22,130,112,86,12,25,1,5,60,4,100
455,17,130,119,92,1,0,0,3,0,3,100
1063,39,129,106,82,22,27,10,14,71,2,100
1119,40,129,109,84,0,0,0,1,0,5,80
82,24,129,114,88,3,33,0,3,0,2,100
754,20,129,118,91,0,0,0,1,0,0,0
313,13,129,95,74,0,0,0,0,0,0,0
614,34,129,80,62,9,11,6,13,31,2,50
1238,23,128,118,92,1,100,5,2,50,5,100
500,42,128,122,95,0,0,0,1,0,1,100
1134,25,127,109,86,1,0,1,6,33,2,0
1104,25,127,122,96,1,0,0,1,0,0,0
994,13,127,110,87,6,17,2,5,20,1,100
760,4,126,94,75,30,33,3,16,69,1,100
1059,30,126,111,88,5,20,5,3,67,0,0
306,35,125,98,78,0,0,0,5,20,2,0
300,21,125,109,87,0,0,0,3,0,1,100
242,12,125,115,92,0,0,4,4,100,3,100
101,23,125,99,79,7,43,1,7,57,0,0
694,14,125,108,86,4,0,4,4,25,1,100
819,45,124,119,96,1,0,0,5,40,2,100
518,3,124,103,83,2,50,1,2,0,2,100
1057,48,123,101,82,0,0,0,4,0,1,100
173,30,123,89,72,0,0,0,2,0,0,0
64,4,123,106,86,0,0,0,0,0,0,0
1148,19,123,117,95,4,25,1,2,50,1,100
914,20,123,110,89,0,0,1,3,67,4,75
895,30,123,112,91,1,0,0,3,0,0,0
1097,27,123,113,92,11,27,0,6,83,0,0
810,9,123,92,75,0,0,0,2,0,1,0
458,44,123,94,76,9,33,2,11,55,7,71
976,3,122,79,65,0,0,0,3,0,0,0
647,45,121,108,89,8,13,8,10,70,1,0
560,33,121,108,89,0,0,3,2,0,2,50
381,47,120,98,82,8,0,2,12,67,5,100
581,21,120,105,88,0,0,0,0,0,4,75
1020,29,119,113,95,0,0,0,0,0,1,100
117,38,119,90,76,0,0,0,0,0,1,100
962,48,117,103,88,1,0,2,3,33,3,100
506,39,117,106,91,19,21,1,9,78,0,0
111,34,117,97,83,0,0,0,1,0,1,100
187,36,117,94,80,1,0,0,8,25,3,100
644,25,117,100,85,9,33,5,10,80,0,0
831,30,117,105,90,3,0,1,3,67,0,0
633,20,117,101,86,3,67,1,2,0,0,0
1151,5,116,98,84,8,38,1,8,38,2,50
271,22,116,102,88,2,0,1,1,0,3,100
1035,15,116,104,90,1,0,0,2,0,0,0
935,11,116,103,89,1,100,3,3,33,0,0
670,27,116,85,73,0,0,0,9,11,2,50
627,34,116,69,59,1,0,0,7,29,2,100
552,21,115,95,83,0,0,1,7,43,7,57
824,31,115,104,90,1,100,0,0,0,0,0
1207,12,114,74,65,0,0,0,1,100,0,0
640,17,113,99,88,2,0,1,2,50,1,100
872,44,113,107,95,0,0,0,0,0,4,75
797,34,113,82,73,4,25,2,6,33,0,0
571,16,113,101,89,0,0,1,2,50,1,100
123,18,113,96,85,10,20,10,18,72,0,0
1088,37,113,88,78,4,25,2,3,67,1,0
103,33,112,88,79,8,50,5,12,58,1,100
1101,14,112,95,85,0,0,1,3,33,1,100
781,22,111,93,84,6,0,1,6,33,3,100
868,9,111,96,86,0,0,0,4,50,1,100
937,26,111,84,76,0,0,4,10,40,5,80
959,32,111,102,92,2,0,6,5,20,0,0
507,45,111,104,94,1,0,3,2,50,2,100
1189,15,110,79,72,20,30,1,10,60,1,0
1076,29,110,100,91,1,0,1,4,50,1,100
65,32,110,88,80,5,20,2,5,100,0,0
678,25,110,107,97,0,0,0,1,100,0,0
1240,25,109,76,70,0,0,0,6,17,0,0
1124,8,109,88,81,4,75,3,3,0,0,0
897,38,109,94,86,2,0,1,3,0,1,100
326,33,109,96,88,5,40,2,3,67,4,100
344,44,109,99,91,0,0,0,3,0,2,100
919,12,109,93,85,10,30,5,10,60,0,0
504,9,108,93,86,2,0,2,0,0,0,0
586,3,107,94,88,8,38,8,8,38,1,100
1213,42,107,84,79,17,29,2,2,0,3,67
806,31,107,78,73,0,0,0,4,0,0,0
894,37,107,92,86,1,0,5,2,50,1,0
181,6,107,91,85,2,0,0,2,0,1,100
218,33,107,85,79,1,0,4,3,33,6,67
766,32,107,87,81,7,43,0,4,0,0,0
1218,26,106,94,89,0,0,2,1,0,0,0
530,8,106,87,82,6,33,0,3,33,0,0
1113,29,106,98,92,0,0,0,3,67,2,100
725,3,106,101,95,0,0,0,0,0,0,0
731,28,106,93,88,2,50,0,5,40,0,0
470,16,105,70,67,0,0,0,5,60,0,0
580,22,105,67,64,0,0,0,2,0,0,0
188,19,105,94,90,7,14,10,10,70,0,0
1108,8,105,87,83,11,9,3,3,33,0,0
1032,25,105,89,85,5,0,1,5,80,0,0
1007,1,105,97,92,0,0,0,2,100,5,100
850,37,104,97,93,1,0,1,6,67,3,100
721,1,104,91,88,0,0,0,0,0,0,0
108,32,104,89,86,7,14,4,9,56,2,50
525,20,104,86,83,8,0,10,9,67,0,0
579,16,104,85,82,9,44,9,9,67,1,0
512,6,104,96,92,12,58,2,2,50,3,100
582,9,103,76,74,6,0,1,10,60,1,100
958,33,103,74,72,0,0,0,2,0,2,100
911,2,103,85,83,9,44,4,8,63,0,0
615,47,103,89,86,12,0,0,4,75,0,0
509,28,102,93,91,2,50,0,2,0,6,67
1098,46,102,89,87,7,29,9,14,64,0,0
514,6,102,88,86,1,0,0,2,0,1,0
1159,35,102,98,96,0,0,0,0,0,2,50
438,38,101,94,93,0,0,0,5,40,3,100
298,8,101,87,86,1,100,0,2,50,1,100
303,34,101,80,79,2,0,2,4,25,2,100
248,30,100,79,79,10,10,7,18,67,1,0
461,18,99,73,74,3,33,1,11,55,2,100
255,35,99,86,87,1,0,0,4,25,0,0
704,32,99,84,85,0,0,0,0,0,4,25
1015,7,99,93,94,10,20,5,5,100,1,100
340,31,99,85,86,1,0,4,5,20,2,50
97,6,99,80,81,0,0,8,1,0,3,100
12,37,99,81,82,1,100,0,3,67,0,0
1065,24,99,78,79,0,0,1,4,50,0,0
961,40,99,82,83,7,14,5,3,33,1,100
844,44,98,81,83,0,0,0,1,0,1,0
1177,45,98,77,79,0,0,0,0,0,1,100
8,48,98,81,83,0,0,0,1,0,1,100
1006,24,98,68,69,17,29,1,12,50,0,0
6,26,97,70,72,0,0,0,1,0,0,0
1143,40,97,82,85,4,0,0,4,50,1,100
951,34,97,70,72,0,0,1,3,33,2,50
309,43,97,83,86,4,25,0,7,57,1,100
787,15,97,62,64,0,0,0,3,33,0,0
137,14,97,87,90,0,0,1,1,100,1,100
807,19,96,91,95,0,0,2,0,0,1,100
1090,38,96,87,91,0,0,4,1,100,2,100
876,39,95,64,67,0,0,0,2,0,1,100
505,29,95,80,84,7,29,4,8,75,1,100
1132,9,95,76,80,17,18,6,9,56,1,100
800,46,95,63,66,0,0,0,2,0,0,0
369,2,94,89,95,0,0,0,0,0,0,0
428,46,94,79,84,1,0,1,9,78,1,100
936,18,94,82,87,22,41,10,14,79,0,0
779,13,93,80,86,10,20,8,8,50,1,100
209,31,93,78,84,2,0,1,3,33,0,0
42,36,93,73,78,12,33,2,12,42,3,67
863,37,93,53,57,0,0,0,4,0,0,0
745,36,93,50,54,0,0,0,8,0,0,0
86,24,93,62,67,0,0,2,2,0,1,100
898,9,93,79,85,4,25,1,4,75,1,100
684,21,93,88,95,0,0,1,1,100,2,100
953,44,93,77,83,2,0,0,4,25,1,100
1197,12,92,79,86,1,0,3,0,0,0,0
264,43,92,73,79,13,15,8,10,50,0,0
786,21,91,75,82,8,25,1,4,75,1,100
1045,4,91,65,71,4,50,1,5,40,1,100
232,5,91,72,79,5,0,3,13,46,1,0
904,35,91,84,92,5,0,3,3,0,0,0
447,34,91,80,88,0,0,0,0,0,0,0
790,7,90,78,87,5,0,3,11,36,0,0
653,6,90,69,77,16,6,12,13,77,1,0
551,5,90,74,82,11,36,21,16,81,0,0
511,36,90,85,94,0,0,1,1,0,0,0
618,10,89,74,83,12,33,1,11,64,8,88
336,39,89,74,83,9,33,0,7,71,0,0
983,3,89,77,87,1,100,1,6,83,2,100
609,13,89,77,87,0,0,0,7,57,2,50
345,14,89,48,54,0,0,0,1,0,0,0
1055,43,88,65,74,24,25,7,16,44,0,0
711,31,88,75,85,6,17,2,4,25,0,0
722,42,88,80,91,2,0,2,2,100,0,0
372,43,87,71,82,16,0,2,10,40,2,100
1154,31,87,72,83,9,11,1,3,0,0,0
464,37,87,71,82,0,0,0,2,0,0,0
867,26,87,59,68,6,50,6,6,50,2,0
424,28,87,79,91,5,20,2,5,80,1,100
471,1,86,83,97,0,0,1,4,75,1,100
629,25,85,65,76,17,35,3,10,60,1,100
956,45,85,60,71,6,0,2,4,25,0,0
829,15,84,69,82,11,18,0,4,50,2,100
478,1,84,79,94,1,100,1,3,100,0,0
767,18,84,73,87,16,13,5,16,75,1,100
129,32,83,62,75,7,14,10,6,33,1,100
636,39,83,73,88,0,0,0,1,0,3,100
878,17,83,57,69,2,50,0,7,43,1,100
1003,35,82,71,87,8,50,12,8,63,2,50
164,3,82,60,73,6,17,1,1,0,1,100
835,41,82,72,88,1,0,2,3,67,1,100
1060,8,82,70,85,5,0,6,4,50,1,100
1070,37,81,58,72,2,0,7,4,75,1,100
1169,17,81,68,84,3,0,4,5,40,1,100
434,2,81,69,85,5,0,0,0,0,0,0
244,46,81,71,88,6,17,8,7,71,0,0
821,45,81,72,89,6,17,0,4,100,0,0
61,42,81,65,80,4,0,3,5,60,2,50
249,3,80,65,81,8,13,3,7,71,1,0
1210,44,80,54,68,7,29,3,8,13,1,100
984,4,80,68,85,1,0,3,4,75,1,100
837,24,80,66,83,4,0,6,4,75,0,0
931,26,80,62,78,0,0,5,7,43,2,100
449,34,80,57,71,4,0,0,6,17,3,100
225,33,79,69,87,0,0,4,2,100,0,0
1236,45,79,70,89,1,0,0,1,100,1,100
41,48,79,65,82,0,0,2,8,50,3,67
886,37,79,64,81,7,43,1,7,43,0,0
988,36,78,59,76,2,50,2,7,29,2,100
251,33,78,57,73,12,17,1,9,22,1,0
929,16,78,63,81,8,38,16,14,50,0,0
873,18,78,64,82,6,17,3,11,82,0,0
246,12,78,70,90,1,0,1,3,33,0,0
952,17,77,65,84,5,0,6,12,75,3,100
879,37,77,57,74,2,0,1,5,20,0,0
93,28,77,72,94,3,0,0,3,0,2,100
205,18,76,62,82,19,21,10,6,67,1,100
1017,19,76,64,84,2,0,1,7,43,1,100
830,43,76,66,87,6,0,2,3,33,0,0
388,41,76,58,76,5,0,2,11,45,0,0
1086,31,76,58,76,7,0,3,6,17,2,100
122,42,76,60,79,12,0,3,9,33,0,0
120,44,75,59,79,4,50,0,2,50,2,100
626,14,75,60,80,5,20,7,4,25,1,100
965,12,74,72,97,0,0,0,0,0,0,0
74,44,74,51,69,5,0,2,5,60,0,0
95,12,73,69,95,7,29,7,4,100,1,100
508,39,73,57,78,2,0,4,10,50,0,0
1109,43,73,57,78,4,25,0,5,40,1,100
522,42,73,39,53,0,0,0,6,17,0,0
1228,25,73,52,71,5,20,1,4,25,2,50
334,26,73,54,74,7,29,1,9,78,0,0
765,2,73,70,96,0,0,0,1,0,0,0
399,35,73,65,89,5,40,4,7,86,0,0
14,48,72,65,90,0,0,1,1,100,0,0
195,43,72,56,78,1,0,2,8,63,0,0
337,48,72,52,72,1,0,5,4,25,0,0
365,6,71,58,82,8,0,3,0,0,0,0
814,24,71,58,82,2,0,3,4,25,0,0
29,23,71,42,59,0,0,0,3,0,0,0
1232,23,71,63,89,0,0,1,0,0,1,0
387,47,71,57,80,0,0,0,1,0,0,0
691,2,71,60,85,2,50,1,2,50,0,0
1184,42,70,48,69,1,100,1,8,50,1,100
207,21,70,62,89,1,0,2,4,25,0,0
541,22,69,59,86,2,50,2,1,100,0,0
804,34,69,54,78,12,17,1,4,25,1,100
535,18,69,60,87,1,0,0,1,0,1,0
1223,11,69,60,87,2,0,1,5,40,0,0
639,36,69,65,94,0,0,0,4,50,0,0
861,24,69,49,71,1,0,0,3,33,1,0
907,11,69,60,87,0,0,1,1,100,0,0
80,37,68,56,82,0,0,0,4,75,5,80
625,34,68,55,81,7,43,11,3,33,2,50
25,47,68,61,90,9,33,2,5,60,0,0
1173,31,68,49,72,0,0,1,6,33,2,50
127,21,68,52,76,5,0,5,5,60,0,0
487,39,67,63,94,8,13,4,9,44,0,0
710,9,67,50,75,10,20,4,8,50,0,0
60,42,67,51,76,3,0,4,3,67,1,100
534,1,67,56,84,0,0,5,1,0,0,0
429,2,67,60,90,4,0,1,3,100,0,0
832,34,67,49,73,4,0,6,6,67,0,0
256,30,67,56,84,8,13,5,6,83,0,0
1153,30,67,53,79,15,40,0,4,50,0,0
1219,26,66,42,64,0,0,0,3,33,0,0
1161,15,66,55,83,0,0,1,1,0,3,100
683,42,66,45,68,0,0,0,3,67,1,100
254,3,66,52,79,13,23,11,9,56,0,0
1013,28,66,48,73,1,0,1,8,63,0,0
302,14,66,55,83,0,0,4,3,33,0,0
30,36,65,59,91,0,0,0,2,0,1,100
75,9,65,51,78,15,20,3,5,40,1,100
410,7,65,59,91,3,33,1,3,67,0,0
66,15,65,52,80,5,40,3,1,0,3,33
1233,23,64,53,83,0,0,0,3,0,1,100
862,37,64,51,80,3,0,0,4,25,1,0
1072,24,64,45,70,1,100,3,6,50,2,100
96,5,64,57,89,0,0,1,1,100,0,0
996,4,64,56,88,6,0,0,2,50,0,0
924,9,64,52,81,4,25,0,8,63,1,100
605,14,63,49,78,1,0,2,3,33,0,0
650,38,63,56,89,2,50,1,2,100,0,0
1141,30,63,54,86,4,50,0,2,50,2,100
715,14,62,50,81,1,100,2,4,50,0,0
566,8,62,52,84,5,0,1,6,67,0,0
216,22,61,54,89,2,50,0,1,0,0,0
1130,14,61,51,84,0,0,9,11,64,0,0
1071,45,61,52,85,1,0,0,3,33,2,100
992,16,61,55,90,3,0,0,3,0,0,0
200,28,60,53,88,6,0,1,2,50,1,100
331,39,60,49,82,0,0,0,0,0,1,100
394,4,60,55,92,1,0,0,5,80,0,0
564,35,60,47,78,4,0,5,9,33,0,0
182,35,59,55,93,0,0,1,0,0,0,0
179,21,59,41,69,0,0,0,4,25,0,0
495,39,59,53,90,2,0,6,4,50,0,0
700,27,59,46,78,1,0,0,2,100,1,0
166,48,59,48,81,6,0,1,3,0,1,100
356,45,59,52,88,4,25,2,1,100,1,100
341,21,58,50,86,4,25,2,1,0,0,0
838,46,58,54,93,0,0,0,0,0,1,100
16,37,58,48,83,0,0,1,1,0,0,0
480,26,58,43,74,0,0,0,1,100,0,0
1114,27,58,49,84,3,33,4,2,50,0,0
100,1,58,51,88,1,0,1,0,0,0,0
808,47,57,50,88,18,44,7,7,86,0,0
1029,10,56,47,84,2,0,3,1,100,1,100
913,2,56,54,96,1,0,1,2,100,2,100
210,3,56,45,80,0,0,0,2,50,1,0
17,48,56,28,50,0,0,0,4,0,0,0
667,27,56,54,96,1,0,0,2,100,0,0
1123,11,55,46,84,0,0,0,0,0,1,0
916,47,55,45,82,4,50,0,7,43,4,100
