player_id,team_id,assists,attempts_on_target,attempts_at_goal,attempts_at_goal_conv_rate,attempts_inside_penalty,attempts_outside_penalty,headed_attempts_at_goal,xg,xg_efficiency,corners
1057,48,0,0,0,0,0,0,0,0,0x,0
102,6,0,0,0,0,0,0,0,0,0x,1
531,48,0,0,0,0,0,0,0,0,0x,1
224,43,0,0,0,0,0,0,0,0,0x,0
1071,45,0,0,0,0,0,0,0,0,0x,0
213,45,0,1,4,0,3,1,0,0.39,0x,0
166,48,0,0,1,0,0,1,0,0.01,0x,1
462,3,0,1,1,0,1,0,1,0.05,0x,0
517,38,0,0,0,0,0,0,0,0,0x,0
785,43,0,0,0,0,0,0,0,0,0x,0
559,15,0,0,0,0,0,0,0,0,0x,0
176,38,0,0,4,0,2,2,0,0.14,0x,0
445,42,0,0,1,0,1,0,1,0.01,0x,0
373,41,0,2,8,13,4,4,1,1.33,0.75x,0
532,15,0,0,0,0,0,0,0,0,0x,0
60,42,0,1,1,0,0,1,0,0.05,0x,0
1182,42,0,0,2,0,2,0,2,0.26,0x,0
340,31,0,5,7,43,5,2,0,0.86,3.48x,0
962,48,0,0,2,0,0,2,0,0.08,0x,0
206,45,0,0,0,0,0,0,0,0,0x,0
39,3,0,0,3,0,2,1,0,0.11,0x,1
4,48,0,2,3,33,2,1,1,1,1x,5
1236,45,0,1,1,0,1,0,0,0.1,0x,1
739,15,0,0,1,0,0,1,0,0.05,0x,0
309,43,0,1,2,0,1,1,0,0.23,0x,0
693,38,0,0,4,0,4,0,2,0.35,0x,0
1221,41,0,0,0,0,0,0,0,0,0x,0
500,42,0,0,0,0,0,0,0,0,0x,0
663,48,0,0,0,0,0,0,0,0,0x,0
186,48,0,0,0,0,0,0,0,0,0x,0
1178,48,0,0,0,0,0,0,0,0,0x,0
784,41,0,0,0,0,0,0,0,0,0x,0
536,15,0,0,1,0,1,0,1,0.02,0x,0
372,43,0,2,7,0,4,3,0,1.09,0x,8
1,38,0,0,0,0,0,0,0,0,0x,0
1074,45,0,0,0,0,0,0,0,0,0x,0
1109,43,0,0,0,0,0,0,0,0,0x,0
647,45,0,1,14,0,11,3,0,0.38,0x,0
358,41,0,0,0,0,0,0,0,0,0x,0
343,42,0,0,1,0,1,0,0,0.09,0x,3
147,43,0,0,0,0,0,0,0,0,0x,0
292,45,0,1,2,0,2,0,1,0.7,0x,0
150,48,0,0,0,0,0,0,0,0,0x,0
840,43,0,0,0,0,0,0,0,0,0x,0
980,15,0,1,2,0,2,0,2,0.27,0x,0
1102,48,0,0,0,0,0,0,0,0,0x,0
1163,15,0,0,1,0,1,0,0,0.12,0x,0
976,3,0,0,0,0,0,0,0,0,0x,0
1039,41,0,0,6,0,2,4,1,0.2,0x,0
835,41,0,3,4,50,4,0,0,1.34,1.49x,0
1185,42,0,0,0,0,0,0,0,0,0x,0
473,42,0,0,0,0,0,0,0,0,0x,0
792,3,0,0,1,0,1,0,0,0.1,0x,0
444,42,0,1,3,0,3,0,3,0.13,0x,0
1173,31,0,1,2,0,2,0,1,0.33,0x,0
134,43,0,0,2,0,0,2,0,0.03,0x,0
122,42,0,3,3,67,2,1,0,0.53,3.77x,1
418,38,0,0,0,0,0,0,0,0,0x,0
356,45,0,0,0,0,0,0,0,0,0x,0
291,43,0,2,5,0,5,0,1,0.61,0x,0
391,31,0,1,2,50,2,0,2,0.24,4.18x,0
523,48,0,0,0,0,0,0,0,0,0x,0
981,41,0,1,3,0,1,2,1,0.27,0x,0
776,31,0,0,3,0,1,2,0,0.09,0x,0
634,3,0,0,1,0,0,1,0,0,0x,0
689,41,0,10,23,4,12,11,0,2.11,0.47x,12
1140,3,0,1,1,0,1,0,0,0.1,0x,0
803,42,0,2,3,33,2,1,0,0.23,4.26x,0
569,31,0,0,1,0,0,1,0,0.01,0x,0
165,48,0,0,1,0,0,1,0,0.01,0x,0
469,42,0,0,0,0,0,0,0,0,0x,0
1160,15,0,0,0,0,0,0,0,0,0x,0
982,3,0,0,0,0,0,0,0,0,0x,0
311,38,0,0,0,0,0,0,0,0,0x,0
1090,38,0,3,8,0,8,0,3,0.65,0x,0
133,45,0,4,12,8,3,9,0,0.75,1.34x,11
493,48,0,0,0,0,0,0,0,0,0x,0
499,45,0,0,0,0,0,0,0,0,0x,0
848,44,0,0,0,0,0,0,0,0,0x,0
741,40,0,0,1,0,1,0,1,0.07,0x,0
1002,44,0,0,0,0,0,0,0,0,0x,0
283,9,0,0,0,0,0,0,0,0,0x,0
114,12,0,1,1,0,0,1,0,0.05,0x,0
1198,22,0,0,0,0,0,0,0,0,0x,0
885,29,0,0,0,0,0,0,0,0,0x,0
872,44,0,0,1,0,1,0,1,0.08,0x,0
1112,40,0,0,0,0,0,0,0,0,0x,0
246,12,0,0,0,0,0,0,0,0,0x,0
539,40,0,0,0,0,0,0,0,0,0x,0
874,44,0,0,0,0,0,0,0,0,0x,0
679,39,0,0,1,0,0,1,0,0.04,0x,2
703,22,0,0,2,0,2,0,0,0.33,0x,0
1192,8,0,0,1,0,1,0,0,0.18,0x,0
710,9,0,0,1,0,1,0,1,0.04,0x,0
999,21,0,0,1,0,1,0,0,0.25,0x,0
665,40,0,0,0,0,0,0,0,0,0x,0
1018,44,0,0,0,0,0,0,0,0,0x,0
72,9,0,0,0,0,0,0,0,0,0x,0
171,39,0,1,1,0,0,1,0,0.04,0x,0
496,40,0,0,1,0,1,0,1,0.01,0x,0
475,17,0,0,0,0,0,0,0,0,0x,0
216,22,0,0,0,0,0,0,0,0,0x,0
1054,22,0,1,4,0,4,0,0,0.19,0x,1
1110,12,0,0,0,0,0,0,0,0,0x,1
1207,12,0,0,0,0,0,0,0,0,0x,0
961,40,0,1,4,0,0,4,0,0.15,0x,7
10,21,0,0,0,0,0,0,0,0,0x,0
638,40,0,0,0,0,0,0,0,0,0x,0
155,44,0,0,0,0,0,0,0,0,0x,0
690,8,0,3,3,0,2,1,0,0.7,0x,1
506,39,0,0,1,0,1,0,0,0.11,0x,9
572,9,0,0,0,0,0,0,0,0,0x,0
95,12,0,4,8,25,6,2,0,1.44,1.39x,4
258,9,0,4,9,22,9,0,3,1.27,1.58x,0
421,29,0,1,2,50,1,1,0,0.45,2.21x,1
299,22,0,0,0,0,0,0,0,0,0x,1
581,21,0,1,2,0,2,0,2,0.1,0x,0
347,17,0,2,10,20,5,5,1,1.06,1.89x,4
747,17,0,1,3,33,1,2,0,0.16,6.15x,0
1210,44,0,0,0,0,0,0,0,0,0x,0
160,29,0,1,2,0,2,0,0,0.29,0x,0
455,17,0,0,0,0,0,0,0,0,0x,0
975,39,0,1,2,0,1,1,1,0.2,0x,0
1079,40,0,0,0,0,0,0,0,0,0x,0
641,22,0,0,0,0,0,0,0,0,0x,0
781,22,0,0,1,0,0,1,0,0.01,0x,0
271,22,0,0,0,0,0,0,0,0,0x,0
170,39,0,0,0,0,0,0,0,0,0x,0
611,22,0,0,0,0,0,0,0,0,0x,0
718,22,0,0,2,0,1,1,0,0.05,0x,1
422,12,0,0,4,0,3,1,0,0.28,0x,0
346,12,0,2,3,0,3,0,0,0.48,0x,0
321,44,0,0,0,0,0,0,0,0,0x,0
120,44,0,1,1,0,1,0,1,0.11,0x,2
880,44,0,0,0,0,0,0,0,0,0x,0
932,40,0,0,0,0,0,0,0,0,0x,0
1214,17,0,1,1,100,1,0,1,0.12,8.42x,0
544,22,0,0,6,0,1,5,1,0.29,0x,5
451,39,0,1,3,67,2,1,0,0.54,3.68x,0
440,12,0,0,1,0,1,0,0,0.01,0x,0
331,39,0,0,0,0,0,0,0,0,0x,0
744,17,0,0,0,0,0,0,0,0,0x,0
889,17,0,0,0,0,0,0,0,0,0x,0
242,12,0,0,2,0,1,1,0,0.13,0x,0
684,21,0,0,0,0,0,0,0,0,0x,0
540,9,0,0,1,0,0,1,0,0.07,0x,0
1025,22,0,1,4,0,2,2,2,0.17,0x,0
866,17,0,0,2,0,1,1,1,0.12,0x,0
1094,44,0,0,0,0,0,0,0,0,0x,0
338,44,0,1,3,0,0,3,0,0.13,0x,0
214,22,0,0,0,0,0,0,0,0,0x,0
162,29,0,0,3,0,0,3,0,0.14,0x,0
368,40,0,3,4,0,4,0,2,0.42,0x,0
503,44,0,0,3,0,2,1,0,0.26,0x,1
31,17,0,1,1,0,1,0,0,0.13,0x,0
126,39,0,0,0,0,0,0,0,0,0x,0
179,21,0,0,0,0,0,0,0,0,0x,0
877,17,0,0,0,0,0,0,0,0,0x,0
692,21,0,0,0,0,0,0,0,0,0x,0
1062,44,0,0,0,0,0,0,0,0,0x,0
1020,29,0,0,0,0,0,0,0,0,0x,0
842,17,0,0,0,0,0,0,0,0,0x,0
950,40,0,0,0,0,0,0,0,0,0x,0
497,21,0,0,3,0,1,2,0,0.06,0x,0
1146,40,0,0,0,0,0,0,0,0,0x,0
552,21,0,0,0,0,0,0,0,0,0x,0
159,29,0,2,3,0,3,0,0,0.31,0x,0
583,9,0,0,1,0,1,0,0,0.04,0x,0
673,21,0,0,0,0,0,0,0,0,0x,0
612,8,0,0,2,0,0,2,0,0.05,0x,0
658,8,0,1,5,20,0,5,0,0.09,11.33x,0
67,22,0,0,0,0,0,0,0,0,0x,0
168,21,0,0,0,0,0,0,0,0,0x,0
945,12,0,0,0,0,0,0,0,0,0x,0
9,21,0,0,3,0,1,2,0,0.1,0x,2
143,39,0,0,0,0,0,0,0,0,0x,0
521,9,0,0,3,0,2,1,0,0.09,0x,0
1136,17,0,0,0,0,0,0,0,0,0x,0
510,29,0,1,1,100,1,0,1,0.12,8.02x,0
89,9,0,2,5,0,4,1,2,0.18,0x,2
145,40,0,1,5,0,1,4,0,0.12,0x,2
339,44,0,0,1,0,0,1,0,0.06,0x,1
1048,40,0,0,0,0,0,0,0,0,0x,0
1095,12,0,1,5,0,0,5,0,0.4,0x,0
636,39,0,0,0,0,0,0,0,0,0x,0
189,40,0,0,0,0,0,0,0,0,0x,0
1030,9,0,1,2,0,1,1,0,0.34,0x,0
1011,44,0,0,1,0,0,1,0,0.06,0x,0
74,44,0,0,1,0,0,1,0,0.05,0x,1
1216,29,0,0,0,0,0,0,0,0,0x,0
645,8,0,0,0,0,0,0,0,0,0x,0
336,39,0,0,0,0,0,0,0,0,0x,5
952,17,0,1,11,0,8,3,0,0.91,0x,3
1132,9,0,3,6,0,3,3,0,0.68,0x,1
484,17,0,0,0,0,0,0,0,0,0x,0
505,29,0,3,10,30,7,3,1,1.01,2.97x,0
487,39,0,1,4,25,4,0,0,0.29,3.43x,0
167,29,0,3,5,40,1,4,0,0.33,6.13x,2
