player_id,team_id,own_goals,forced_turnovers,defensive_pressures_applied,defensive_pressures_directly_applied
1241,37,0,0,0,0
1225,23,0,2,25,4
661,37,0,0,6,0
378,1,0,30,140,16
822,11,0,1,25,3
716,8,0,0,0,0
899,11,0,6,67,8
670,27,0,0,0,0
472,25,0,23,34,14
547,37,0,0,0,0
815,24,0,1,13,1
488,26,0,0,0,0
1105,24,0,8,26,12
37,23,0,0,4,2
1078,11,0,39,114,31
701,27,0,11,81,4
481,23,0,9,20,3
80,37,0,3,7,3
524,23,0,0,0,0
988,36,0,6,36,8
221,27,0,2,13,5
1134,25,0,4,24,11
402,23,0,1,26,5
1032,25,0,9,114,19
266,24,0,0,0,0
30,36,0,10,73,10
861,24,0,8,133,15
104,24,0,3,13,3
259,25,0,13,116,22
1088,37,0,11,76,18
846,1,0,2,32,1
330,11,0,20,116,20
1202,8,0,6,57,6
27,36,0,3,18,4
152,11,0,6,20,10
746,26,0,6,90,16
938,26,0,0,0,0
1128,37,0,15,22,5
671,27,0,0,0,0
23,1,0,1,13,0
476,24,0,0,0,0
674,25,0,3,18,0
635,25,0,10,108,14
169,27,0,0,0,0
76,23,0,13,71,11
334,26,0,13,80,18
238,27,0,0,0,0
86,24,0,0,0,0
862,37,0,10,67,16
16,37,0,8,81,7
73,36,0,2,20,8
1069,24,0,5,46,6
139,11,0,9,102,10
881,26,0,10,82,7
471,1,0,6,54,8
1133,25,0,0,49,3
84,23,0,2,17,1
377,23,0,0,0,0
15,37,0,5,62,5
480,26,0,4,42,14
1116,27,0,0,0,0
1097,27,0,6,41,6
816,1,0,0,0,0
1239,1,0,0,2,2
335,24,0,1,27,2
713,11,0,0,0,0
106,26,0,0,0,0
138,6,0,4,33,4
430,14,0,0,4,0
363,6,0,1,41,3
460,6,0,0,0,0
137,14,0,4,24,9
345,14,0,0,0,0
653,6,0,9,98,8
192,14,0,0,2,0
181,6,0,11,84,10
1176,14,0,0,0,0
1101,14,0,16,95,25
1168,14,0,0,0,0
302,14,0,9,73,19
925,6,0,14,43,18
715,14,0,13,102,19
1117,14,0,2,31,1
1125,6,0,1,9,4
620,14,0,7,76,4
694,14,0,18,110,17
545,14,0,3,23,1
1050,14,0,1,5,3
1175,14,0,0,7,2
1031,14,0,1,11,3
420,14,0,0,17,3
1106,14,0,0,0,0
841,6,0,0,0,0
783,6,0,0,0,0
135,14,0,0,0,0
1137,6,0,10,25,11
98,6,0,13,54,10
1130,14,0,5,113,9
657,14,0,0,0,0
605,14,0,17,65,6
549,14,0,1,39,3
1073,6,0,2,6,2
630,14,0,8,30,14
613,6,0,5,34,2
626,14,0,16,148,21
649,14,0,0,8,1
