player_id,team_id,player_name,position,own_goals,forced_turnovers,defensive_pressures_applied,defensive_pressures_directly_applied
931,26,Nizar Alrashdan,MF,0,15,149,17
702,27,Lee Taeseok,DF,0,4,25,5
329,36,Edmilson Junior,FW,0,5,66,11
1072,24,Saman Ghoddos,MF,0,9,102,18
698,27,Lee Gihyuk,MF,0,6,19,4
538,36,Jassem Gaber,DF,0,13,85,14
660,23,Kevin Yakob,MF,0,1,18,2
19,1,Achref Abada,DF,0,0,0,0
132,25,Ao Tanaka,MF,0,12,89,34
1241,37,Ziyad Aljohani,MF,0,0,0,0
1225,23,Youssef Amyn,MF,0,2,25,4
661,37,Khalid Alghannam,FW,0,0,6,0
378,1,Fares Chaibi,MF,0,30,140,16
822,11,Meschack Elia,FW,0,1,25,3
716,8,Logan Costa,DF,0,0,0,0
899,11,Nathanael Mbuku,MF,0,6,67,8
670,27,Kim Seunggyu,GK,0,0,0,0
472,25,Hiroki Ito,DF,0,23,34,14
547,37,Jehad Thikri,DF,0,0,0,0
815,24,Mehdi Torabi,MF,0,1,13,1
488,26,Ibrahim Sadeh,MF,0,0,0,0
1105,24,Shoja Khalilzadeh,DF,0,8,26,12
37,23,Aimar Sher,MF,0,0,4,2
1078,11,Samuel Moutoussamy,MF,0,39,114,31
701,27,Lee Kangin,MF,0,11,81,4
481,23,Hussein Ali,DF,0,9,20,3
80,37,Ali Lajami,DF,0,3,7,3
524,23,Jalal Hassan,GK,0,0,0,0
988,36,Pedro Miguel,DF,0,6,36,8
221,27,Castrop Jens,DF,0,2,13,5
1134,25,Takehiro Tomiyasu,DF,0,4,24,11
402,23,Frans Putros,DF,0,1,26,5
1032,25,Ritsu Doan,MF,0,9,114,19
266,24,Danial Iri,DF,0,0,0,0
30,36,Ahmed Fathy,MF,0,10,73,10
861,24,Mohammad Mohebbi,MF,0,8,133,15
104,24,Amirhossein Hosseinzadeh,FW,0,3,13,3
259,25,Daichi Kamada,MF,0,13,116,22
1088,37,Saud Abdulhamid,DF,0,11,76,18
846,1,Mohamed Amoura,FW,0,2,32,1
330,11,Edo Kayembe,MF,0,20,116,20
1202,8,Willy Semedo,MF,0,6,57,6
27,36,Ahmed Alganehi,MF,0,3,18,4
152,11,Axel Tuanzebe,DF,0,6,20,10
746,26,Mahmoud Almardi,FW,0,6,90,16
938,26,Nour Baniateyah,GK,0,0,0,0
1128,37,Sultan Mandash,FW,0,15,22,5
671,27,Kim Taehyeon,DF,0,0,0,0
23,1,Adil Boulbina,FW,0,1,13,0
476,24,Hossein Hosseini,GK,0,0,0,0
674,25,Koki Ogawa,FW,0,3,18,0
635,25,Kaishu Sano,MF,0,10,108,14
169,27,Bae Junho,MF,0,0,0,0
76,23,Ali Alhamadi,FW,0,13,71,11
334,26,Ehsan Haddad,DF,0,13,80,18
238,27,Cho Wije,DF,0,0,0,0
86,24,Alireza Beiranvand,GK,0,0,0,0
862,37,Mohammed Abu Alshamat,DF,0,10,67,16
16,37,Abdullah Alkhaibari,MF,0,8,81,7
73,36,Alhashmi Alhussein,DF,0,2,20,8
1069,24,Saleh Hardani,DF,0,5,46,6
139,11,Arthur Masuaku,DF,0,9,102,10
881,26,Mousa Altamari,FW,0,10,82,7
471,1,Hicham Boudaoui,MF,0,6,54,8
1133,25,Takefusa Kubo,MF,0,0,49,3
84,23,Ali Yousif,FW,0,2,17,1
377,23,Fahad Talib,GK,0,0,0,0
15,37,Abdullah Alhamddan,FW,0,5,62,5
480,26,Husam Abudahab,DF,0,4,42,14
1116,27,Song Bumkeun,GK,0,0,0,0
1097,27,Seol Youngwoo,DF,0,6,41,6
816,1,Melvin Mastil,GK,0,0,0,0
1239,1,Zineddine Belaid,DF,0,0,2,2
335,24,Ehsan Hajisafi,DF,0,1,27,2
713,11,Lionel Mpasi,GK,0,0,0,0
106,26,Anas Badawi,DF,0,0,0,0
138,6,Armin Gigovic,MF,0,4,33,4
430,14,Godfried Roemeratoe,MF,0,0,4,0
363,6,Ermin Mahmic,MF,0,1,41,3
460,6,Haris Tabakovic,FW,0,0,0,0
137,14,Armando Obispo,DF,0,4,24,9
345,14,Eloy Room,GK,0,0,0,0
653,6,Kerim Alajbegovic,FW,0,9,98,8
192,14,Brandley Kuwas,FW,0,0,2,0
181,6,Benjamin Tahirovic,MF,0,11,84,10
1176,14,Tyrick Bodak,GK,0,0,0,0
1101,14,Sherel Floranus,DF,0,16,95,25
1168,14,Trevor Doornbusch,GK,0,0,0,0
302,14,Deveron Fonville,DF,0,9,73,19
925,6,Nikola Katic,DF,0,14,43,18
715,14,Livano Comenencia,MF,0,13,102,19
1117,14,Sontje Hansen,FW,0,2,31,1
1125,6,Stjepan Radeljic,DF,0,1,9,4
620,14,Juergen Locadia,FW,0,7,76,4
694,14,Leandro Bacuna,MF,0,18,110,17
545,14,Jearl Margaritha,FW,0,3,23,1
1050,14,Roshon Van Eijma,DF,0,1,5,3
1175,14,Tyrese Noslin,FW,0,0,7,2
1031,14,Riechedly Bazoer,DF,0,1,11,3
420,14,Gervane Kastaneer,FW,0,0,17,3
1106,14,Shurandy Sambo,DF,0,0,0,0
841,6,Mladen Jurkas,GK,0,0,0,0
783,6,Martin Zlomislic,GK,0,0,0,0
135,14,Arjany Martha,MF,0,0,0,0
1137,6,Tarik Muharemovic,DF,0,10,25,11
98,6,Amar Memic,MF,0,13,54,10
1130,14,Tahith Chong,MF,0,5,113,9
657,14,Kevin Felida,MF,0,0,0,0
605,14,Joshua Brenet,DF,0,17,65,6
549,14,Jeremy Antonisse,FW,0,1,39,3
1073,6,Samed Bazdar,FW,0,2,6,2
630,14,Jurien Gaari,DF,0,8,30,14
613,6,Jovo Lukic,FW,0,5,34,2
626,14,Juninho Bacuna,MF,0,16,148,21
649,14,Kenji Gorre,FW,0,0,8,1
